Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
9247,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9248,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
9249,1,Solo Leisure,Economy Class,2.0,3.0,,1.0,,,2.0,no
9250,6,Solo Leisure,Economy Class,3.0,5.0,3.0,2.0,,,3.0,no
9251,4,Couple Leisure,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,2.0,no
9252,5,Couple Leisure,Economy Class,4.0,3.0,,3.0,,,2.0,yes
9253,6,Solo Leisure,Economy Class,3.0,4.0,,3.0,,,4.0,yes
9254,7,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,3.0,,4.0,yes
9255,2,Family Leisure,Economy Class,2.0,5.0,1.0,1.0,1.0,1.0,1.0,no
9256,5,Solo Leisure,Economy Class,5.0,3.0,1.0,4.0,1.0,1.0,3.0,yes
9257,1,Family Leisure,Economy Class,,,,,,,1.0,no
9258,1,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no
9259,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9260,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
9261,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9262,9,Business,Economy Class,5.0,4.0,3.0,5.0,,,5.0,yes
9263,1,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,,,4.0,yes
9264,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9265,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
9266,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9267,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
9268,1,Business,Economy Class,,,,1.0,,,1.0,no
9269,3,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
9270,1,Business,Economy Class,2.0,3.0,1.0,1.0,1.0,,1.0,no
9271,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,3.0,no
9272,1,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,,,1.0,no
9273,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9274,1,Couple Leisure,Economy Class,5.0,2.0,2.0,1.0,,,1.0,no
9275,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
9276,1,Couple Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
9277,3,Solo Leisure,Economy Class,3.0,2.0,,1.0,,,1.0,no
9278,3,Solo Leisure,Economy Class,2.0,5.0,3.0,2.0,,,1.0,no
9279,9,Couple Leisure,Economy Class,5.0,3.0,,4.0,,,5.0,yes
9280,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,,,1.0,no
9281,1,Solo Leisure,Economy Class,4.0,4.0,3.0,1.0,,,3.0,no
9282,8,Solo Leisure,Economy Class,3.0,4.0,,4.0,,,5.0,yes
9283,9,Couple Leisure,Economy Class,4.0,4.0,,4.0,,,5.0,yes
9284,4,Solo Leisure,Economy Class,4.0,4.0,,3.0,,,2.0,no
9285,4,Solo Leisure,Economy Class,2.0,1.0,1.0,3.0,,,2.0,no
9286,9,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
9287,8,Business,Economy Class,4.0,4.0,,5.0,,,5.0,yes
9288,7,,Economy Class,,,,,,,1.0,yes
9289,1,Couple Leisure,Business Class,5.0,1.0,3.0,1.0,4.0,,1.0,no
9290,5,Couple Leisure,Economy Class,3.0,3.0,2.0,3.0,1.0,,4.0,no
9291,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,,5.0,yes
9292,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,5.0,5.0,yes
9293,3,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,3.0,1.0,no
9294,1,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
9295,1,Family Leisure,Economy Class,,,,,,,1.0,no
9296,1,Couple Leisure,Economy Class,2.0,3.0,2.0,1.0,3.0,,1.0,no
9297,1,Couple Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,,5.0,yes
9298,1,Family Leisure,Economy Class,,,,,,,1.0,no
9299,1,Couple Leisure,Business Class,,,,,,,1.0,no
9300,3,Couple Leisure,Economy Class,,,,,,,3.0,no
9301,1,Family Leisure,Economy Class,,,,,,,1.0,no
9302,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9303,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,3.0,no
9304,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9305,1,Solo Leisure,Economy Class,,,,,,,1.0,no
9306,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,,1.0,no
9307,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9308,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9309,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9310,3,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,2.0,no
9311,2,Family Leisure,Economy Class,1.0,3.0,4.0,1.0,1.0,,2.0,no
9312,5,Family Leisure,Economy Class,3.0,5.0,1.0,1.0,1.0,,2.0,yes
9313,4,Couple Leisure,Economy Class,2.0,2.0,,2.0,,,1.0,no
9314,4,Couple Leisure,Economy Class,3.0,4.0,2.0,3.0,2.0,,3.0,no
9315,4,Couple Leisure,Economy Class,1.0,3.0,2.0,2.0,1.0,,4.0,no
9316,9,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
9317,1,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,2.0,,1.0,no
9318,1,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,,5.0,yes
9319,1,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,,1.0,yes
9320,2,Couple Leisure,Economy Class,1.0,3.0,3.0,3.0,3.0,,3.0,no
9321,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9322,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
9323,3,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,,1.0,no
9324,5,Family Leisure,Economy Class,2.0,3.0,3.0,3.0,2.0,,4.0,yes
9325,3,Solo Leisure,Economy Class,1.0,4.0,1.0,4.0,2.0,2.0,2.0,no
9326,1,Solo Leisure,Economy Class,4.0,5.0,,1.0,,,2.0,no
9327,9,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
9328,2,Family Leisure,Economy Class,4.0,4.0,3.0,3.0,4.0,3.0,3.0,no
9329,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9330,1,Family Leisure,Economy Class,,,,,,,1.0,no
9331,4,Couple Leisure,Business Class,1.0,3.0,3.0,3.0,1.0,,2.0,no
9332,8,Couple Leisure,Economy Class,4.0,4.0,4.0,5.0,1.0,,4.0,yes
9333,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,1.0,1.0,no
9334,7,Solo Leisure,Economy Class,3.0,4.0,3.0,3.0,1.0,,4.0,yes
9335,8,Business,Business Class,4.0,5.0,4.0,5.0,4.0,,5.0,yes
9336,9,Business,Business Class,5.0,5.0,4.0,5.0,5.0,,5.0,yes
9337,2,Business,Economy Class,3.0,4.0,1.0,2.0,,,1.0,no
9338,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9339,1,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,,5.0,yes
9340,3,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,3.0,,1.0,no
9341,1,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,3.0,,5.0,yes
9342,1,Couple Leisure,Economy Class,3.0,4.0,3.0,1.0,1.0,,2.0,no
9343,8,Couple Leisure,First Class,3.0,4.0,3.0,4.0,2.0,,3.0,yes
9344,7,Family Leisure,Economy Class,3.0,4.0,4.0,5.0,3.0,,4.0,yes
9345,9,Solo Leisure,Economy Class,3.0,5.0,4.0,5.0,3.0,,5.0,yes
9346,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
9347,1,Couple Leisure,Economy Class,1.0,2.0,1.0,2.0,4.0,,1.0,no
9348,2,Couple Leisure,Economy Class,1.0,1.0,2.0,3.0,3.0,,2.0,no
9349,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
9350,5,Solo Leisure,Business Class,2.0,4.0,3.0,1.0,3.0,,2.0,no
9351,8,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,3.0,,4.0,yes
9352,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
9353,3,Couple Leisure,Economy Class,3.0,3.0,4.0,1.0,1.0,,2.0,no
9354,6,Business,Business Class,2.0,5.0,,3.0,3.0,,5.0,yes
9355,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
9356,9,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,,5.0,yes
9357,7,Family Leisure,Economy Class,3.0,3.0,4.0,2.0,,,4.0,yes
9358,4,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,,3.0,no
9359,9,Business,Economy Class,5.0,5.0,4.0,5.0,5.0,,4.0,yes
9360,7,Business,Business Class,5.0,4.0,3.0,4.0,2.0,,4.0,yes
9361,1,Solo Leisure,Economy Class,3.0,1.0,2.0,1.0,,,1.0,no
9362,8,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,2.0,,4.0,yes
9363,6,Business,Economy Class,4.0,3.0,1.0,4.0,3.0,,3.0,yes
9364,8,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,,4.0,yes
9365,7,Business,Economy Class,4.0,5.0,5.0,3.0,3.0,,3.0,yes
9366,5,Couple Leisure,Economy Class,3.0,3.0,2.0,5.0,1.0,,2.0,no
9367,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
9368,4,Family Leisure,Economy Class,2.0,3.0,2.0,3.0,1.0,,3.0,no
9369,7,Couple Leisure,Business Class,2.0,5.0,5.0,1.0,4.0,,3.0,yes
9370,8,Family Leisure,Economy Class,5.0,5.0,3.0,3.0,4.0,,5.0,yes
9371,5,Family Leisure,Economy Class,4.0,4.0,,1.0,,,1.0,yes
9372,1,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,,1.0,no
9373,9,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,3.0,,4.0,yes
9374,1,Couple Leisure,Economy Class,3.0,1.0,2.0,1.0,1.0,,1.0,no
9375,3,Business,Business Class,3.0,3.0,3.0,1.0,2.0,,2.0,no
9376,2,Family Leisure,Economy Class,1.0,3.0,3.0,1.0,3.0,,2.0,no
9377,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
9378,1,Solo Leisure,Economy Class,5.0,3.0,,5.0,,,5.0,yes
9379,1,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
9380,8,Couple Leisure,Economy Class,5.0,4.0,4.0,5.0,2.0,,5.0,yes
9381,3,Solo Leisure,Economy Class,3.0,1.0,2.0,3.0,2.0,,3.0,no
9382,6,Solo Leisure,Business Class,3.0,4.0,4.0,3.0,,,4.0,yes
9383,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
9384,2,Couple Leisure,Economy Class,3.0,3.0,1.0,1.0,3.0,,1.0,no
9385,3,Solo Leisure,Business Class,2.0,5.0,2.0,4.0,2.0,,2.0,yes
9386,8,Family Leisure,Economy Class,3.0,4.0,3.0,4.0,4.0,,3.0,yes
9387,5,Couple Leisure,Economy Class,3.0,3.0,1.0,5.0,3.0,,3.0,no
9388,3,Family Leisure,Economy Class,1.0,3.0,2.0,2.0,,,1.0,no
9389,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9390,1,Business,Business Class,2.0,2.0,1.0,2.0,2.0,1.0,1.0,no
9391,2,Family Leisure,Economy Class,4.0,5.0,1.0,4.0,4.0,,1.0,no
9392,9,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,4.0,yes
9393,2,Solo Leisure,Economy Class,2.0,4.0,1.0,3.0,1.0,1.0,1.0,no
9394,2,Family Leisure,Economy Class,3.0,1.0,1.0,3.0,3.0,1.0,1.0,no
9395,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9396,3,Couple Leisure,Economy Class,4.0,1.0,1.0,4.0,3.0,3.0,2.0,no
9397,1,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
9398,9,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,,,5.0,yes
9399,2,Couple Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,,2.0,no
9400,1,Business,Economy Class,3.0,3.0,,1.0,,1.0,1.0,no
9401,2,Family Leisure,Economy Class,3.0,3.0,2.0,3.0,2.0,2.0,4.0,no
9402,6,Solo Leisure,Business Class,3.0,3.0,3.0,4.0,5.0,3.0,3.0,yes
9403,1,Family Leisure,Economy Class,3.0,1.0,,1.0,,,2.0,no
9404,1,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,3.0,,1.0,no
9405,1,Solo Leisure,Economy Class,,,,,,,1.0,no
9406,1,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,5.0,yes
9407,7,Solo Leisure,Business Class,4.0,5.0,3.0,3.0,3.0,,3.0,yes
9408,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9409,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,3.0,3.0,1.0,no
9410,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,,,5.0,yes
9411,1,Family Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,,2.0,no
9412,1,Solo Leisure,Economy Class,2.0,4.0,,1.0,,,1.0,no
9413,1,Couple Leisure,Economy Class,2.0,1.0,3.0,1.0,3.0,1.0,2.0,no
9414,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9415,1,Family Leisure,Business Class,1.0,3.0,1.0,3.0,3.0,1.0,1.0,no
9416,8,Solo Leisure,Economy Class,5.0,5.0,2.0,3.0,4.0,4.0,3.0,yes
9417,1,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,,4.0,yes
9418,1,Business,Premium Economy,4.0,5.0,5.0,3.0,5.0,,3.0,yes
9419,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
9420,6,Solo Leisure,Economy Class,5.0,3.0,1.0,5.0,4.0,1.0,3.0,yes
9421,9,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,4.0,4.0,yes
9422,2,Solo Leisure,Business Class,3.0,1.0,1.0,2.0,3.0,1.0,1.0,no
9423,4,Solo Leisure,Business Class,3.0,4.0,2.0,2.0,4.0,3.0,3.0,yes
9424,9,Couple Leisure,Business Class,4.0,4.0,4.0,5.0,3.0,,4.0,yes
9425,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9426,1,Business,Business Class,2.0,5.0,1.0,1.0,,,1.0,no
9427,3,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,5.0,1.0,4.0,no
9428,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9429,1,Family Leisure,Economy Class,1.0,1.0,2.0,1.0,,,1.0,no
9430,3,Business,Economy Class,2.0,3.0,2.0,1.0,3.0,1.0,2.0,no
9431,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9432,1,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9433,3,Couple Leisure,Economy Class,3.0,3.0,1.0,2.0,1.0,,1.0,no
9434,4,Couple Leisure,Business Class,2.0,3.0,1.0,2.0,2.0,,1.0,no
9435,5,Family Leisure,Economy Class,5.0,3.0,1.0,5.0,2.0,,5.0,no
9436,1,Business,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
9437,1,Couple Leisure,Economy Class,2.0,5.0,4.0,1.0,3.0,3.0,2.0,no
9438,1,Business,Economy Class,3.0,1.0,1.0,2.0,2.0,1.0,1.0,no
9439,3,Solo Leisure,Economy Class,4.0,4.0,5.0,2.0,3.0,2.0,4.0,no
9440,3,Business,Economy Class,2.0,4.0,4.0,1.0,3.0,3.0,2.0,no
9441,2,Couple Leisure,Economy Class,2.0,4.0,3.0,1.0,3.0,,2.0,no
9442,2,Family Leisure,Economy Class,1.0,4.0,1.0,4.0,5.0,1.0,1.0,no
9443,2,Business,Economy Class,2.0,1.0,,2.0,3.0,3.0,2.0,no
9444,1,Couple Leisure,Business Class,3.0,2.0,3.0,3.0,3.0,2.0,1.0,no
9445,9,Solo Leisure,Economy Class,5.0,5.0,3.0,3.0,,,3.0,yes
9446,2,Solo Leisure,Economy Class,1.0,1.0,1.0,2.0,3.0,,1.0,no
9447,1,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,,1.0,no
9448,2,Business,Business Class,1.0,3.0,2.0,1.0,3.0,,2.0,no
9449,4,Solo Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,,2.0,no
9450,1,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
9451,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9452,3,Solo Leisure,Economy Class,2.0,2.0,1.0,3.0,3.0,1.0,1.0,no
9453,3,Solo Leisure,Economy Class,5.0,3.0,1.0,4.0,2.0,,1.0,no
9454,1,Solo Leisure,Economy Class,,,,,,2.0,1.0,no
9455,1,Family Leisure,Economy Class,3.0,3.0,1.0,3.0,2.0,,2.0,no
9456,9,Solo Leisure,Economy Class,4.0,5.0,3.0,4.0,3.0,,5.0,yes
9457,1,Couple Leisure,Business Class,4.0,4.0,4.0,1.0,3.0,4.0,2.0,no
9458,1,Solo Leisure,Business Class,4.0,4.0,3.0,1.0,4.0,,1.0,no
9459,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9460,5,Couple Leisure,Economy Class,3.0,2.0,1.0,2.0,,,2.0,no
9461,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9462,8,Couple Leisure,Economy Class,5.0,5.0,4.0,2.0,5.0,,5.0,yes
9463,2,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,3.0,no
9464,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9465,1,Solo Leisure,Economy Class,,,,,,,1.0,no
9466,3,Couple Leisure,Business Class,3.0,4.0,2.0,1.0,1.0,3.0,3.0,no
9467,1,Solo Leisure,Business Class,,,,,,,1.0,no
9468,1,Solo Leisure,Economy Class,,,,,,,1.0,no
9469,1,Business,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
9470,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9471,4,Business,Business Class,3.0,3.0,2.0,3.0,3.0,,3.0,no
9472,5,Family Leisure,Economy Class,4.0,4.0,2.0,3.0,2.0,,4.0,no
9473,1,Family Leisure,Economy Class,4.0,5.0,4.0,1.0,3.0,1.0,3.0,no
9474,7,Solo Leisure,Economy Class,5.0,5.0,2.0,5.0,5.0,5.0,4.0,yes
9475,1,Solo Leisure,Economy Class,,,,,,,1.0,no
9476,8,Solo Leisure,Business Class,5.0,4.0,2.0,3.0,5.0,,3.0,no
9477,1,Couple Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no
9478,2,Couple Leisure,Business Class,3.0,3.0,3.0,2.0,3.0,1.0,1.0,no
9479,3,Couple Leisure,Economy Class,3.0,3.0,3.0,3.0,3.0,,3.0,yes
9480,1,Couple Leisure,Economy Class,5.0,3.0,1.0,1.0,1.0,4.0,1.0,no
9481,1,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,,1.0,no
9482,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9483,2,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
9484,1,Solo Leisure,Economy Class,1.0,4.0,2.0,1.0,1.0,1.0,2.0,no
9485,2,Business,Economy Class,3.0,4.0,4.0,1.0,,3.0,2.0,no
9486,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9487,9,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,,,4.0,yes
9488,2,Solo Leisure,Economy Class,,,,1.0,,,2.0,no
9489,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9490,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9491,2,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
9492,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9493,9,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,,,4.0,yes
9494,8,Couple Leisure,Economy Class,3.0,3.0,4.0,3.0,,,5.0,no
9495,1,Couple Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
9496,1,Solo Leisure,Economy Class,1.0,,,1.0,,,1.0,no
9497,7,Business,Economy Class,2.0,4.0,2.0,5.0,,,4.0,yes
9498,1,Couple Leisure,Economy Class,2.0,1.0,,1.0,1.0,1.0,1.0,no
9499,8,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,,,4.0,yes
9500,7,Business,Economy Class,4.0,5.0,4.0,4.0,,,3.0,yes
9501,2,Solo Leisure,Economy Class,3.0,3.0,2.0,1.0,,,1.0,no
9502,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9503,1,Family Leisure,Economy Class,4.0,5.0,5.0,4.0,3.0,,5.0,yes
9504,9,Family Leisure,Economy Class,3.0,5.0,4.0,5.0,,,5.0,yes
9505,1,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,,,5.0,yes
9506,1,Business,Economy Class,5.0,5.0,,5.0,,,5.0,yes
9507,9,Solo Leisure,Economy Class,3.0,5.0,4.0,4.0,,,5.0,yes
9508,9,Solo Leisure,Economy Class,3.0,5.0,4.0,4.0,,,5.0,yes
9509,7,Solo Leisure,Economy Class,3.0,3.0,2.0,3.0,,,3.0,yes
9510,3,Business,Economy Class,3.0,3.0,3.0,2.0,,,1.0,no
9511,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,yes
9512,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
9513,9,Business,Economy Class,4.0,5.0,3.0,4.0,,,4.0,yes
9514,1,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,,,5.0,yes
9515,9,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,,,5.0,yes
9516,2,Solo Leisure,Economy Class,2.0,3.0,,1.0,,,3.0,no
9517,9,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,,,4.0,yes
9518,8,Business,Economy Class,4.0,5.0,5.0,4.0,,,4.0,yes
9519,9,Solo Leisure,Economy Class,4.0,4.0,4.0,5.0,,,5.0,yes
9520,1,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,,,4.0,yes
9521,8,Business,Economy Class,3.0,4.0,,4.0,,,5.0,yes
9522,8,Family Leisure,Economy Class,3.0,4.0,,3.0,,,4.0,yes
9523,9,Couple Leisure,Economy Class,3.0,5.0,4.0,4.0,,,5.0,yes
9524,8,,Economy Class,5.0,5.0,4.0,,3.0,,5.0,yes
9525,1,,Economy Class,,,,,,,4.0,yes
9526,1,,Economy Class,,,,,,,4.0,yes
9527,1,,Economy Class,,,,,,,4.0,yes
9528,9,,Economy Class,,,,,,,4.0,yes
9529,5,,Economy Class,,,,,,,4.0,no
9530,9,,Economy Class,,,,,,,4.0,yes
9531,n,,Economy Class,,,,,,,1.0,no
9532,8,,Economy Class,,,,,,,4.0,yes
9533,9,,Economy Class,,,,,,,4.0,yes
9534,8,,Economy Class,,,,,,,4.0,yes
9535,8,,Economy Class,,,,,,,4.0,yes
9536,1,,Economy Class,,,,,,,4.0,yes
9537,7,,Economy Class,,,,,,,4.0,yes
9538,7,,Economy Class,,,,,,,4.0,yes
9539,1,,Economy Class,,,,,,,4.0,yes
9540,7,,Economy Class,,,,,,,4.0,yes
9541,9,,Economy Class,,,,,,,4.0,yes
9542,1,,Economy Class,,,,,,,4.0,yes
9543,9,,Economy Class,,,,,,,4.0,yes
9544,9,,Economy Class,,,,,,,4.0,yes
9545,n,,Economy Class,,,,,,,1.0,no
9546,1,,Economy Class,,,,,,,4.0,yes
9547,1,,Economy Class,,,,,,,4.0,yes
9548,9,,Economy Class,,,,,,,4.0,yes
9549,1,,Economy Class,,,,,,,4.0,yes
9550,2,,,,,,,,,,no
9551,4,,,,,,,,,,no
9552,5,,,,,,,,,,no
9553,5,,,,,,,,,,no
9554,5,,,,,,,,,,no
9555,1,,,,,,,,,,no
9556,4,,,,,,,,,,no
9557,5,,,,,,,,,,no
9558,3,,,,,,,,,,no
9559,5,,,,,,,,,,no
9560,5,,,,,,,,,,no
9561,4,,,,,,,,,,no
9562,5,,,,,,,,,,no
9563,4,,,,,,,,,,no
9564,5,,,,,,,,,,no
9565,1,Couple Leisure,Economy Class,3.0,3.0,3.0,5.0,3.0,4.0,3.0,yes
9566,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9567,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9568,1,Family Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,3.0,no
9569,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
9570,3,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,,,2.0,no
9571,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9572,2,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,3.0,no
9573,2,Couple Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no
9574,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9575,1,Solo Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
9576,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9577,1,Business,Economy Class,1.0,1.0,2.0,1.0,2.0,1.0,1.0,no
9578,4,Family Leisure,Economy Class,2.0,4.0,4.0,2.0,2.0,2.0,2.0,no
9579,1,Solo Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
9580,1,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
9581,1,Solo Leisure,Premium Economy,1.0,1.0,,1.0,,,1.0,no
9582,9,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,,,5.0,yes
9583,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9584,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9585,9,Solo Leisure,Economy Class,4.0,5.0,,5.0,,,4.0,yes
9586,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9587,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9588,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
