Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Profile
9585,9,Solo Leisure,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,4.0,yes,Promoter
9586,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9587,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9588,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9589,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9590,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9591,4,Solo Leisure,Economy Class,4.0,1.0,1.0,5.0,1.0,1.0,2.0,yes,Detractor
9592,1,Couple Leisure,Economy Class,1.0,1.0,3.0,1.0,1.0,1.0,3.0,no,Detractor
9593,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9594,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9595,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9596,2,Couple Leisure,Economy Class,3.0,4.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9597,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9598,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9599,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9600,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9601,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9602,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9603,1,Solo Leisure,Economy Class,1.0,4.0,3.0,1.0,3.0,1.0,1.0,no,Detractor
9604,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9605,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9606,5,Solo Leisure,Economy Class,2.0,2.0,1.0,3.0,1.0,1.0,5.0,yes,Detractor
9607,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9608,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9609,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9610,2,Solo Leisure,Economy Class,1.0,2.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9611,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9612,9,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
9613,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9614,3,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9615,1,Family Leisure,Economy Class,4.0,4.0,2.0,5.0,1.0,1.0,5.0,yes,Detractor
9616,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9617,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9618,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9619,3,Couple Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
9620,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9621,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9622,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9623,2,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9624,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9625,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9626,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9627,2,Solo Leisure,Economy Class,4.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9628,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9629,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9630,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9631,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9632,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9633,2,Couple Leisure,Economy Class,3.0,4.0,1.0,3.0,1.0,1.0,2.0,no,Detractor
9634,1,Family Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9635,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9636,1,Business,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9637,1,Couple Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9638,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9639,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9640,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9641,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9642,1,Solo Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9643,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9644,1,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9645,2,Family Leisure,Economy Class,3.0,3.0,3.0,3.0,3.0,3.0,2.0,no,Detractor
9646,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9647,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9648,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9649,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,3.0,2.0,1.0,no,Detractor
9650,3,Solo Leisure,Economy Class,1.0,2.0,2.0,2.0,1.0,1.0,2.0,no,Detractor
9651,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9652,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9653,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9654,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9655,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9656,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9657,8,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Passive
9658,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9659,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9660,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9661,1,Couple Leisure,Economy Class,2.0,3.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9662,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9663,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9664,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9665,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9666,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,no,Detractor
9667,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9668,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9669,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9670,4,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
9671,1,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,4.0,yes,Detractor
9672,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9673,1,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9674,1,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9675,8,Business,Economy Class,2.0,5.0,5.0,4.0,1.0,1.0,5.0,yes,Passive
9676,2,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9677,7,Solo Leisure,Economy Class,4.0,3.0,3.0,3.0,1.0,1.0,4.0,no,Passive
9678,6,Solo Leisure,Economy Class,0.0,0.0,0.0,1.0,0.0,1.0,0.0,no,Detractor
9679,8,Solo Leisure,Economy Class,0.0,0.0,0.0,1.0,0.0,1.0,0.0,yes,Passive
9680,8,Solo Leisure,Economy Class,3.0,5.0,0.0,1.0,3.0,1.0,5.0,yes,Passive
9681,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
9682,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
9683,6,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
9684,6,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
9685,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
9686,2,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,no,Detractor
9687,5,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9688,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
9689,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
9690,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
9691,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
9692,4,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9693,4,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9694,3,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9695,4,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9696,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9697,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9698,2,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9699,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9700,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9701,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9702,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9703,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9704,5,Family Leisure,Economy Class,3.0,3.0,1.0,3.0,1.0,1.0,3.0,no,Detractor
9705,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9706,1,Business,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9707,1,Business,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9708,1,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9709,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9710,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9711,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9712,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9713,2,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
9714,9,Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,1.0,1.0,5.0,yes,Promoter
9715,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9716,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9717,5,Family Leisure,Economy Class,3.0,4.0,3.0,1.0,1.0,1.0,4.0,no,Detractor
9718,8,Solo Leisure,Economy Class,3.0,3.0,1.0,4.0,1.0,1.0,4.0,yes,Passive
9719,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9720,3,Couple Leisure,Economy Class,4.0,5.0,1.0,2.0,1.0,1.0,2.0,yes,Detractor
9721,9,Family Leisure,Economy Class,5.0,5.0,1.0,4.0,1.0,1.0,5.0,yes,Promoter
9722,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
9723,8,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Passive
9724,9,Family Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Promoter
9725,1,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
9726,2,Solo Leisure,Economy Class,1.0,3.0,1.0,3.0,1.0,1.0,2.0,no,Detractor
9727,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9728,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
9729,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
9730,2,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
9731,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9732,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9733,1,Couple Leisure,Economy Class,3.0,3.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
9734,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9735,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9736,2,Business,Economy Class,2.0,3.0,2.0,3.0,1.0,1.0,1.0,no,Detractor
9737,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9738,3,Solo Leisure,Economy Class,3.0,4.0,4.0,2.0,1.0,1.0,3.0,no,Detractor
9739,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9740,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9741,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
9742,1,Solo Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9743,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9744,1,Solo Leisure,Economy Class,3.0,1.0,3.0,3.0,2.0,3.0,3.0,yes,Detractor
9745,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9746,2,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9747,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9748,1,Solo Leisure,Economy Class,4.0,1.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
9749,3,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9750,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9751,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
9752,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9753,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9754,2,Family Leisure,Economy Class,1.0,5.0,2.0,1.0,2.0,1.0,2.0,no,Detractor
9755,4,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,3.0,2.0,no,Detractor
9756,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9757,4,Business,Economy Class,1.0,2.0,2.0,2.0,1.0,1.0,2.0,no,Detractor
9758,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9759,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
9760,3,Solo Leisure,Economy Class,1.0,5.0,3.0,5.0,2.0,1.0,1.0,no,Detractor
9761,7,Solo Leisure,Economy Class,4.0,5.0,1.0,5.0,3.0,1.0,5.0,yes,Passive
9762,2,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
9763,4,Couple Leisure,Premium Economy,2.0,3.0,2.0,2.0,1.0,1.0,2.0,no,Detractor
9764,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9765,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9766,2,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
9767,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9768,1,Couple Leisure,Economy Class,3.0,2.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9769,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9770,2,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9771,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9772,2,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,2.0,1.0,1.0,no,Detractor
9773,1,Solo Leisure,Economy Class,5.0,5.0,3.0,3.0,1.0,1.0,5.0,yes,Detractor
9774,2,Couple Leisure,Business Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
9775,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
9776,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9777,2,Solo Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9778,1,Business,Economy Class,3.0,1.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
9779,2,Business,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9780,1,Business,Economy Class,2.0,1.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
9781,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9782,1,Couple Leisure,Economy Class,1.0,1.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
9783,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9784,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9785,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9786,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9787,1,Family Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9788,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9789,1,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9790,3,Solo Leisure,Economy Class,1.0,1.0,2.0,2.0,1.0,1.0,2.0,no,Detractor
9791,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9792,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9793,1,Solo Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9794,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9795,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9796,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9797,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9798,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9799,5,Solo Leisure,Economy Class,2.0,2.0,4.0,2.0,4.0,1.0,3.0,no,Detractor
9800,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9801,1,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
9802,2,Couple Leisure,Economy Class,5.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9803,3,Solo Leisure,Economy Class,1.0,3.0,2.0,3.0,1.0,1.0,3.0,no,Detractor
9804,4,Solo Leisure,Economy Class,2.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9805,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9806,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Detractor
9807,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9808,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9809,1,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9810,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9811,4,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9812,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9813,4,Family Leisure,Economy Class,3.0,4.0,4.0,1.0,1.0,1.0,5.0,yes,Detractor
9814,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9815,8,Solo Leisure,Economy Class,5.0,5.0,3.0,1.0,5.0,1.0,4.0,yes,Passive
9816,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9817,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9818,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9819,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9820,2,Solo Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9821,3,Business,Economy Class,1.0,2.0,3.0,2.0,2.0,2.0,1.0,no,Detractor
9822,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9823,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9824,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9825,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9826,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9827,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9828,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9829,1,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
9830,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9831,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9832,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9833,2,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9834,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9835,1,Family Leisure,Economy Class,1.0,3.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9836,1,Solo Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9837,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9838,1,Family Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9839,3,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9840,1,Business,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9841,1,Solo Leisure,Business Class,1.0,1.0,1.0,3.0,1.0,1.0,2.0,no,Detractor
9842,1,Business,Economy Class,3.0,3.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
9843,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9844,1,Business,Economy Class,3.0,4.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
9845,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
