Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Profile
9846,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9847,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9848,1,Solo Leisure,Economy Class,2.0,1.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
9849,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9850,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9851,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9852,1,Business,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9853,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9854,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9855,9,Business,Economy Class,3.0,4.0,4.0,4.0,2.0,1.0,5.0,yes,Promoter
9856,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9857,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9858,2,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9859,8,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,3.0,5.0,yes,Passive
9860,1,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9861,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9862,1,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,2.0,4.0,yes,Detractor
9863,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9864,2,Couple Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9865,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9866,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9867,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9868,3,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
9869,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9870,8,Solo Leisure,Economy Class,4.0,4.0,1.0,4.0,1.0,1.0,3.0,yes,Passive
9871,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9872,1,Family Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9873,1,Family Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
9874,8,Business,Economy Class,4.0,4.0,1.0,4.0,1.0,1.0,5.0,yes,Passive
9875,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9876,8,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
9877,6,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
9878,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
9879,10,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
9880,10,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
9881,10,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
9882,10,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
9883,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9884,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9885,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9886,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9887,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9888,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9889,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9890,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9891,1,Business,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9892,1,Solo Leisure,Economy Class,3.0,3.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9893,1,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9894,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,4.0,no,Detractor
9895,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9896,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9897,1,Business,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9898,2,Solo Leisure,Economy Class,2.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9899,6,Family Leisure,Economy Class,3.0,2.0,1.0,5.0,1.0,1.0,3.0,yes,Detractor
9900,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,5.0,yes,Detractor
9901,3,Business,Economy Class,1.0,3.0,3.0,4.0,1.0,1.0,4.0,no,Detractor
9902,1,Business,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9903,1,Solo Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9904,1,Couple Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9905,2,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.0,3.0,no,Detractor
9906,3,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9907,1,Solo Leisure,Economy Class,3.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9908,1,Solo Leisure,Economy Class,3.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9909,7,Family Leisure,Economy Class,3.0,4.0,1.0,5.0,1.0,1.0,4.0,yes,Passive
9910,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9911,2,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9912,1,Solo Leisure,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,4.0,yes,Detractor
9913,3,Family Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9914,7,Family Leisure,Economy Class,3.0,4.0,3.0,4.0,1.0,1.0,3.0,yes,Passive
9915,1,Couple Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9916,1,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,3.0,yes,Detractor
9917,1,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9918,1,Family Leisure,Economy Class,3.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9919,9,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,4.0,yes,Promoter
9920,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9921,1,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9922,4,Couple Leisure,Economy Class,3.0,5.0,1.0,3.0,1.0,1.0,5.0,yes,Detractor
9923,5,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,1.0,yes,Detractor
9924,2,Business,Economy Class,2.0,1.0,2.0,4.0,1.0,1.0,3.0,no,Detractor
9925,1,Solo Leisure,Economy Class,4.0,4.0,2.0,2.0,1.0,1.0,4.0,no,Detractor
9926,1,Business,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9927,4,Family Leisure,Economy Class,4.0,1.0,5.0,3.0,3.0,1.0,3.0,yes,Detractor
9928,2,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9929,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9930,1,Family Leisure,Business Class,5.0,5.0,5.0,5.0,1.0,1.0,4.0,yes,Detractor
9931,6,Couple Leisure,Business Class,4.0,4.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
9932,1,Couple Leisure,Economy Class,4.0,5.0,1.0,3.0,1.0,1.0,4.0,yes,Detractor
9933,3,Family Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9934,1,Couple Leisure,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,4.0,yes,Detractor
9935,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9936,8,Business,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Passive
9937,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9938,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9939,9,Family Leisure,Economy Class,2.0,5.0,1.0,4.0,1.0,1.0,4.0,yes,Promoter
9940,1,Family Leisure,Economy Class,3.0,4.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9941,1,Solo Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9942,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9943,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9944,1,Couple Leisure,Economy Class,1.0,3.0,1.0,4.0,1.0,1.0,2.0,no,Detractor
9945,7,Solo Leisure,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Passive
9946,1,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,2.0,1.0,no,Detractor
9947,1,Family Leisure,Business Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9948,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9949,1,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9950,2,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9951,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9952,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9953,4,Solo Leisure,Economy Class,3.0,3.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9954,1,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9955,7,Couple Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Passive
9956,2,Solo Leisure,Economy Class,3.0,1.0,1.0,4.0,1.0,1.0,3.0,no,Detractor
9957,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9958,2,Couple Leisure,Economy Class,3.0,1.0,1.0,4.0,1.0,1.0,2.0,no,Detractor
9959,2,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9960,2,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,2.0,2.0,5.0,yes,Detractor
9961,1,Family Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9962,1,Family Leisure,Economy Class,4.0,3.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
9963,2,Business,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9964,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9965,1,Couple Leisure,Economy Class,3.0,3.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9966,1,Couple Leisure,Economy Class,4.0,1.0,4.0,1.0,1.0,1.0,3.0,no,Detractor
9967,6,Solo Leisure,Economy Class,1.0,5.0,1.0,5.0,1.0,1.0,3.0,yes,Detractor
9968,4,Couple Leisure,Economy Class,3.0,3.0,1.0,2.0,2.0,1.0,4.0,yes,Detractor
9969,4,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
9970,1,Couple Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9971,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9972,3,Business,Economy Class,4.0,3.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
9973,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9974,1,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9975,2,Couple Leisure,Economy Class,2.0,3.0,3.0,1.0,2.0,1.0,2.0,no,Detractor
9976,1,Business,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9977,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9978,1,Family Leisure,Economy Class,3.0,5.0,3.0,5.0,1.0,1.0,5.0,yes,Detractor
9979,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9980,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9981,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9982,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9983,2,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
9984,1,Family Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9985,2,Couple Leisure,Economy Class,3.0,2.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
9986,1,Family Leisure,Economy Class,4.0,4.0,4.0,1.0,1.0,4.0,1.0,no,Detractor
9987,8,Solo Leisure,Economy Class,5.0,5.0,1.0,4.0,1.0,1.0,5.0,yes,Passive
9988,1,Solo Leisure,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
9989,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9990,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9991,9,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Promoter
9992,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9993,7,Solo Leisure,Economy Class,2.0,3.0,1.0,3.0,1.0,1.0,5.0,yes,Passive
9994,4,Solo Leisure,Economy Class,1.0,1.0,4.0,2.0,1.0,1.0,3.0,no,Detractor
9995,8,Family Leisure,Economy Class,4.0,4.0,4.0,3.0,1.0,1.0,4.0,yes,Passive
9996,3,Couple Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
9997,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9998,2,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
9999,1,Business,Economy Class,3.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
10000,1,Business,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,4.0,yes,Detractor
10001,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,2.0,1.0,no,Detractor
10002,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
10003,9,Family Leisure,Economy Class,4.0,4.0,4.0,5.0,4.0,4.0,5.0,yes,Promoter
10004,3,Couple Leisure,Premium Economy,4.0,5.0,3.0,1.0,4.0,1.0,3.0,no,Detractor
10005,1,Couple Leisure,Premium Economy,3.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
10006,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10007,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10008,1,Couple Leisure,Economy Class,2.0,3.0,2.0,1.0,3.0,2.0,1.0,no,Detractor
10009,1,Couple Leisure,Premium Economy,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10010,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10011,1,Business,Economy Class,1.0,1.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
10012,1,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10013,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10014,6,Solo Leisure,Economy Class,3.0,5.0,4.0,1.0,4.0,4.0,4.0,yes,Detractor
10015,5,Couple Leisure,Premium Economy,3.0,1.0,3.0,3.0,3.0,1.0,3.0,no,Detractor
10016,7,Family Leisure,Economy Class,3.0,4.0,4.0,3.0,4.0,4.0,4.0,yes,Passive
10017,9,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,4.0,5.0,yes,Promoter
10018,7,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Passive
10019,1,Family Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
10020,9,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,1.0,5.0,yes,Promoter
10021,9,Solo Leisure,Economy Class,5.0,4.0,1.0,4.0,5.0,1.0,5.0,yes,Promoter
10022,2,Family Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10023,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
10024,8,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,4.0,3.0,5.0,yes,Passive
10025,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10026,8,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,1.0,5.0,yes,Passive
10027,1,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
10028,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10029,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10030,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10031,8,Couple Leisure,Premium Economy,2.0,5.0,4.0,5.0,4.0,4.0,5.0,yes,Passive
10032,1,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,2.0,1.0,1.0,no,Detractor
10033,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10034,3,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,4.0,1.0,3.0,no,Detractor
10035,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10036,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10037,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10038,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
10039,9,Solo Leisure,Economy Class,5.0,3.0,1.0,5.0,1.0,1.0,4.0,yes,Promoter
10040,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10041,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10042,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10043,2,Solo Leisure,Economy Class,3.0,5.0,5.0,1.0,5.0,1.0,2.0,no,Detractor
10044,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10045,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10046,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10047,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,3.0,3.0,1.0,no,Detractor
10048,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10049,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
10050,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
10051,1,Family Leisure,Premium Economy,1.0,2.0,1.0,1.0,4.0,1.0,1.0,no,Detractor
10052,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10053,1,Couple Leisure,Premium Economy,5.0,5.0,4.0,4.0,5.0,1.0,5.0,yes,Detractor
10054,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Detractor
10055,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10056,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10057,1,Solo Leisure,Economy Class,3.0,1.0,3.0,1.0,3.0,3.0,1.0,no,Detractor
10058,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10059,9,Solo Leisure,Economy Class,5.0,5.0,3.0,5.0,4.0,1.0,5.0,yes,Promoter
10060,1,Business,Economy Class,2.0,1.0,1.0,1.0,2.0,1.0,2.0,no,Detractor
10061,2,Couple Leisure,Economy Class,4.0,5.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10062,8,Solo Leisure,Economy Class,5.0,4.0,3.0,4.0,5.0,4.0,5.0,yes,Passive
10063,2,Solo Leisure,Economy Class,1.0,1.0,1.0,2.0,4.0,2.0,2.0,no,Detractor
10064,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10065,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10066,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10067,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
10068,1,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,5.0,yes,Detractor
10069,1,Solo Leisure,Premium Economy,3.0,4.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
10070,7,Solo Leisure,Economy Class,3.0,3.0,3.0,5.0,5.0,5.0,5.0,yes,Passive
10071,1,Solo Leisure,Economy Class,3.0,3.0,2.0,3.0,3.0,2.0,1.0,no,Detractor
10072,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10073,3,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,2.0,2.0,3.0,no,Detractor
10074,1,Couple Leisure,Economy Class,3.0,4.0,3.0,1.0,3.0,2.0,3.0,no,Detractor
10075,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,3.0,5.0,yes,Detractor
10076,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10077,2,Family Leisure,Economy Class,2.0,3.0,2.0,1.0,3.0,1.0,1.0,no,Detractor
10078,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10079,7,Solo Leisure,Economy Class,5.0,4.0,4.0,3.0,4.0,4.0,5.0,yes,Passive
10080,1,Family Leisure,Economy Class,4.0,5.0,3.0,1.0,1.0,2.0,1.0,no,Detractor
10081,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10082,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10083,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10084,1,Couple Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10085,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10086,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10087,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10088,1,Family Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
10089,1,Couple Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
10090,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10091,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10092,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10093,3,Business,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
10094,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10095,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10096,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10097,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10098,1,Family Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10099,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10100,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10101,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10102,2,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10103,1,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
10104,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
10105,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
